./vl805-000137ad.bin:     file format binary
Disassembly of section .data:
0x7ffffff8 <.data>:
0x7ffffff8:	0d 08             	ld r13,(r0)
0x80015486:	00 0c             	ldb r0,(r0)
0x80015488:	15 00             	*unknown*
0x8001548a:	00 00             	bkpt
0x8001548c:	84 6e             	bmask r4,0x8
0x8001548e:	00 00             	bkpt
0x80015490:	a8 63             	add r8,0x1a
0x80015492:	00 01             	*unknown*
0x80015494:	d4 0e             	ldsh r4,(r13)
0x80015496:	18 00             	*unknown*
0x80015498:	00 00             	bkpt
0x8001549a:	00 07             	st r0,(sp+0x40)
0x8001549c:	15 00             	*unknown*
0x8001549e:	00 00             	bkpt
0x800154a0:	84 7c             	shl r4,0x8
0x800154a2:	00 00             	bkpt
0x800154a4:	a8 63             	add r8,0x1a
0x800154a6:	02 00             	sleep
0x800154a8:	d4 1c             	bls 0x80015450
0x800154aa:	18 00             	*unknown*
0x800154ac:	03 ff ff df 9d 8c 	v32add VY(48,15)+r0,-,5277 REP8 SETF NONE
0x800154b2:	00 01 85 21 
0x800154b6:	00 00             	bkpt
0x800154b8:	84 41             	cmn r4,r8
0x800154ba:	00 04             	ld r0,(sp)
0x800154bc:	85 81 00 08       	addcmpbne r5,r8,r2,0x800154bc
0x800154c0:	85 c1 00 0c       	btest.hi.m r1,r0
0x800154c4:	86 01             	*unknown*
0x800154c6:	00 10             	lea r0,(sp+0x0)
0x800154c8:	86 41             	cmn r6,r8
0x800154ca:	00 14             	lea r0,(sp+0x80)
0x800154cc:	86 81 00 18       	addcmpbne r6,r8,r6,0x800154cc
0x800154d0:	86 c1 00 1c       	btest.hi.m r3,r0
0x800154d4:	87 01             	*unknown*
0x800154d6:	00 20             	ld r0,(r0+0x0)
0x800154d8:	87 41             	cmn r7,r8
0x800154da:	00 24             	ld r0,(r0+0x10)
0x800154dc:	87 81 00 28       	addcmpbne r7,r8,r10,0x800154dc
0x800154e0:	87 c1 00 2c       	btest.hi.m r5,r0
0x800154e4:	44 00             	b r4
0x800154e6:	48 00             	b r8
0x800154e8:	9c 21             	ld r12,(r9+0x4)
0x800154ea:	00 30             	st r0,(r0+0x0)
0x800154ec:	9c 21             	ld r12,(r9+0x4)
0x800154ee:	ff b0 d4 01       	and pc,468
0x800154f2:	10 04             	ld r0,(sp+0x4)
0x800154f4:	9c 41             	cmn r12,r9
0x800154f6:	00 50             	bitset r0,r0
0x800154f8:	d4 01             	swi 0x14
0x800154fa:	48 00             	b r8
0x800154fc:	d4 01             	swi 0x14
0x800154fe:	60 08             	ld r0,(r6)
0x80015500:	d4 01             	swi 0x14
0x80015502:	70 0c             	ldb r0,(r7)
0x80015504:	d4 01             	swi 0x14
0x80015506:	80 10             	lea r0,(sp+0x10)
0x80015508:	d4 01             	swi 0x14
0x8001550a:	90 14             	lea r16,(sp+0x90)
0x8001550c:	d4 01             	swi 0x14
0x8001550e:	a0 18             	bne 0x8001554e
0x80015510:	d4 01             	swi 0x14
0x80015512:	b0 1c             	bls 0x80015572
0x80015514:	07 ff b8 68 19 80 	v32add H(34,48)+r0,-,H(25,0)+r10* REP r0 UACCH
0x8001551a:	01 00 a9 0c 
0x8001551e:	f0 01             	swi 0x30
0x80015520:	a9 cc             	*unknown*
0x80015522:	f2 01             	swi 0x32
0x80015524:	8c 68             	not r12,0x8
0x80015526:	00 00             	bkpt
0x80015528:	a8 ac             	*unknown*
0x8001552a:	f3 01             	swi 0x33
0x8001552c:	a8 cc             	*unknown*
0x8001552e:	f0 06             	st r0,(sp+0x3c)
0x80015530:	8c 8e 00 00       	addcmpb r12,r8,r0,0x80015530
0x80015534:	8c a5 00 00       	ldb.eq r12,(r0++)
0x80015538:	8c c6 00 00       	subscale.eq r12,r0,r0<<4
0x8001553c:	a8 e3             	*unknown*
0x8001553e:	00 00             	bkpt
0x80015540:	a4 63             	add r4,0x1a
0x80015542:	00 12             	lea r0,(sp+0x40)
0x80015544:	aa 44             	mul r10,r10
0x80015546:	00 00             	bkpt
0x80015548:	bc 03             	stm r6-r2,lr,(--sp)
0x8001554a:	00 00             	bkpt
0x8001554c:	aa 05             	ld r10,(sp+0x68)
0x8001554e:	00 00             	bkpt
0x80015550:	10 00             	*unknown*
0x80015552:	00 06             	st r0,(sp)
0x80015554:	aa c6 00 00       	subscale.eq r10,r0,r0<<5
0x80015558:	8c 68             	not r12,0x8
0x8001555a:	00 00             	bkpt
0x8001555c:	a4 63             	add r4,0x1a
0x8001555e:	00 e1             	*unknown*
0x80015560:	a8 63             	add r8,0x1a
0x80015562:	00 12             	lea r0,(sp+0x40)
0x80015564:	d8 08             	ld r8,(r13)
0x80015566:	18 00             	*unknown*
0x80015568:	a4 67             	sub r4,0x1a
0x8001556a:	00 0c             	ldb r0,(r0)
0x8001556c:	bc 03             	stm r6-r2,lr,(--sp)
0x8001556e:	00 00             	bkpt
0x80015570:	0c 00             	*unknown*
0x80015572:	01 8f 15 00       	addcmpbf r1,r0,r0,0x8001559c
0x80015576:	00 00             	bkpt
0x80015578:	a4 72             	bitclear r4,0xa
0x8001557a:	00 08             	ld r0,(r0)
0x8001557c:	bc 03             	stm r6-r2,lr,(--sp)
0x8001557e:	00 00             	bkpt
0x80015580:	10 00             	*unknown*
0x80015582:	00 17             	lea r0,(sp+0xe0)
0x80015584:	a4 70             	bitset r4,0xa
0x80015586:	00 20             	ld r0,(r0+0x0)
0x80015588:	8c 6e             	bmask r12,0x8
0x8001558a:	00 00             	bkpt
0x8001558c:	18 a0 00 01       	ld.cs gp,(r0+r0<<2)
0x80015590:	a8 a5             	*unknown*
0x80015592:	3a 74             	bitflip r10,0x3
0x80015594:	a4 63             	add r4,0x1a
0x80015596:	00 87 84 85       	addcmpbvc r0,r0,0x5,0x8001549e
0x8001559a:	00 68             	not r0,0x0
0x8001559c:	a8 63             	add r8,0x1a
0x8001559e:	00 08             	ld r0,(r0)
0x800155a0:	d8 0e             	ldsh r8,(r13)
0x800155a2:	18 00             	*unknown*
0x800155a4:	a4 64             	mul r4,0xa
0x800155a6:	00 03             	ldm r0,pc,(sp++)
0x800155a8:	bc 23             	ld r12,(r11+0xc)
0x800155aa:	00 02             	ldm r0,(sp++)
0x800155ac:	0c 00             	*unknown*
0x800155ae:	02 50             	bitset r2,r0
0x800155b0:	15 00             	*unknown*
0x800155b2:	00 00             	bkpt
0x800155b4:	84 65             	mul r4,0x18
0x800155b6:	00 6c             	btest r0,0x0
0x800155b8:	a4 63             	add r4,0x1a
0x800155ba:	00 e0 bc 03 00 00 	j 0x3bc
0x800155c0:	0c 00             	*unknown*
0x800155c2:	01 6f             	bmask r1,0x10
0x800155c4:	bc 23             	ld r12,(r11+0xc)
0x800155c6:	00 80 9c e0       	beq r0,0x20,0x800154fe
0x800155ca:	00 00             	bkpt
0x800155cc:	d4 05             	ld r4,(sp+0x74)
0x800155ce:	38 04             	ld r8,(sp+0xc)
0x800155d0:	07 ff f8 39 d4 05 	v32add V(32,23)+r0,-,37332 REP r0 IFNZ SUMU r2
0x800155d6:	38 00 a4 70 
0x800155da:	00 20             	ld r0,(r0+0x0)
0x800155dc:	bc 03             	stm r6-r2,lr,(--sp)
0x800155de:	00 00             	bkpt
0x800155e0:	10 00             	*unknown*
0x800155e2:	00 1b             	bvs 0x800155e2
0x800155e4:	a4 72             	bitclear r4,0xa
0x800155e6:	00 40             	mov r0,r0
0x800155e8:	19 80 00 01       	addcmpbeq r9,r1,r0,0x800157e8
0x800155ec:	a9 8c 3a 74       	addcmpbgt r9,-6,r13,0x80015660
0x800155f0:	9d 00             	switch r29
0x800155f2:	ff fc 84 6c 00 68 	v16testmag H(50++,48)+r8*,V(6,4)+r2,H(0,0)+r0 REP r0 SETF IFNZ
0x800155f8:	84 8c 00 64 
0x800155fc:	e0 63             	add r0,0x1e
0x800155fe:	40 03             	ldm r16,pc,(sp++)
0x80015600:	18 c0 10 00       	mov.eq gp,r16
0x80015604:	a8 63             	add r8,0x1a
0x80015606:	00 02             	ldm r0,(sp++)
0x80015608:	e0 a4             	*unknown*
0x8001560a:	30 04             	ld r0,(sp+0xc)
0x8001560c:	84 8c 00 6c       	addcmpbgt r4,-8,r11,0x8001560c
0x80015610:	d4 0c             	ldb r4,(r13)
0x80015612:	18 68             	not r8,0x1
0x80015614:	a4 64             	mul r4,0xa
0x80015616:	00 e0 bc 23 00 00 	j 0x23bc
0x8001561c:	0c 00             	*unknown*
0x8001561e:	02 0b             	sth r2,(r0)
0x80015620:	d4 0c             	ldb r4,(r13)
0x80015622:	28 64             	mul r8,0x2
0x80015624:	bc 23             	ld r12,(r11+0xc)
0x80015626:	00 80 0c 00       	addcmpbeq r0,r0,r0,0x8001563e
0x8001562a:	02 b0 18 e0       	mov r2,-8168
0x8001562e:	ef ff 18 60 01 00 	vop61.1 H(0,48)+r8,H(0++,56)+r14,H(1++,0)+r12* REP r0
0x80015634:	a8 83 f3 01 
0x80015638:	8c 64             	mul r12,0x8
0x8001563a:	00 00             	bkpt
0x8001563c:	a4 63             	add r4,0x1a
0x8001563e:	00 87 a8 63       	bvc r0,r8,0x8001558e
0x80015642:	00 20             	ld r0,(r0+0x0)
0x80015644:	d8 04             	ld r8,(sp+0x34)
0x80015646:	18 00             	*unknown*
0x80015648:	a4 72             	bitclear r4,0xa
0x8001564a:	00 40             	mov r0,r0
0x8001564c:	bc 03             	stm r6-r2,lr,(--sp)
0x8001564e:	00 00             	bkpt
0x80015650:	10 00             	*unknown*
0x80015652:	00 50             	bitset r0,r0
0x80015654:	a4 70             	bitset r4,0xa
0x80015656:	00 08             	ld r0,(r0)
0x80015658:	18 60             	mov r8,0x1
0x8001565a:	01 00             	nop
0x8001565c:	1a 80 00 01       	addcmpbeq r10,r1,r0,0x8001585c
0x80015660:	aa 94 3a 74       	bl 0x84563ed4
0x80015664:	a8 83 f2 01       	addcmpbcc r8,r10,r0,0x80015a48
0x80015668:	8c 64             	mul r12,0x8
0x8001566a:	00 00             	bkpt
0x8001566c:	a4 63             	add r4,0x1a
0x8001566e:	00 87 a8 63       	bvc r0,r8,0x800155be
0x80015672:	00 40             	mov r0,r0
0x80015674:	d8 04             	ld r8,(sp+0x34)
0x80015676:	18 00             	*unknown*
0x80015678:	84 74             	bitflip r4,0x8
0x8001567a:	00 68             	not r0,0x0
0x8001567c:	a4 63             	add r4,0x1a
0x8001567e:	00 10             	lea r0,(sp+0x0)
0x80015680:	bc 23             	ld r12,(r11+0xc)
0x80015682:	00 00             	bkpt
0x80015684:	0c 00             	*unknown*
0x80015686:	01 c1 15 00       	not.eq r1,r21
0x8001568a:	00 00             	bkpt
0x8001568c:	84 74             	bitflip r4,0x8
0x8001568e:	00 64             	mul r0,0x0
0x80015690:	b8 63             	add r8,0x1b
0x80015692:	00 42             	add r0,r0
0x80015694:	a4 63             	add r4,0x1a
0x80015696:	00 07             	st r0,(sp+0x40)
0x80015698:	bc 03             	stm r6-r2,lr,(--sp)
0x8001569a:	00 00             	bkpt
0x8001569c:	10 00             	*unknown*
0x8001569e:	00 0e             	ldsh r0,(r0)
0x800156a0:	15 00             	*unknown*
0x800156a2:	00 00             	bkpt
0x800156a4:	9d d4             	*unknown*
0x800156a6:	00 24             	ld r0,(r0+0x10)
0x800156a8:	9d 80 00 00       	addcmpbeq r13,r9,r0,0x800156a8
0x800156ac:	a8 8e 00 00       	addcmpb r8,r10,r0,0x800156ac
0x800156b0:	9c 60             	mov r12,0x9
0x800156b2:	00 00             	bkpt
0x800156b4:	07 ff f1 56 9d 8c 	v32add V(16,43)+r0,HY(24,0)+r4,4253 REP r0 SETF IFNZ max2 r2
0x800156ba:	00 01 84 74 
0x800156be:	00 64             	mul r0,0x0
0x800156c0:	b8 63             	add r8,0x1b
0x800156c2:	00 42             	add r0,r0
0x800156c4:	a4 63             	add r4,0x1a
0x800156c6:	00 07             	st r0,(sp+0x40)
0x800156c8:	e4 43             	bic r4,r14
0x800156ca:	60 00             	bl r0
0x800156cc:	13 ff ff f8 9d ce 	v32addc -,-,4765 REP8 SETF IFNN max2 r2
0x800156d2:	00 10 84 b4 
0x800156d6:	00 64             	mul r0,0x0
0x800156d8:	9d 00             	switch r29
0x800156da:	ff e3             	*unknown*
0x800156dc:	18 c0 18 00       	mov.eq gp,gp
0x800156e0:	e0 65             	mul r0,0x1e
0x800156e2:	40 03             	ldm r16,pc,(sp++)
0x800156e4:	e0 85 30 03       	addcmpbpl r0,r14,r0,0x80015544
0x800156e8:	19 80 00 01       	addcmpbeq r9,r1,r0,0x800158e8
0x800156ec:	a9 8c 3a 74       	addcmpbgt r9,-6,r13,0x80015760
0x800156f0:	bc 04             	ld r12,(sp+0x2c)
0x800156f2:	00 00             	bkpt
0x800156f4:	10 00             	*unknown*
0x800156f6:	01 26             	ld r1,(r0+0x18)
0x800156f8:	d4 14             	lea r20,(sp+0x98)
0x800156fa:	18 64             	mul r8,0x1
0x800156fc:	18 60             	mov r8,0x1
0x800156fe:	01 00             	nop
0x80015700:	18 80 e7 ff       	addcmpbeq r8,1,0x3f,0x800156ce
0x80015704:	a9 c3 f2 00       	brev.ne r9,-14
0x80015708:	a8 84 ff e3       	addcmpbmi r8,-6,0x23,0x80015706
0x8001570c:	19 00             	*unknown*
0x8001570e:	ff f7 e1 a5 20 03 	vop63.1 HX(23,32),HX(16,0),HY(32,0)
0x80015714:	84 6e             	bmask r4,0x8
0x80015716:	00 00             	bkpt
0x80015718:	a9 08             	ld r9,(r10)
0x8001571a:	83 ff 18 a0 00 08 	vop48.1 HX(0,32)+r6,H(0++,48),H(0,0)+r0 REP8 SETF
0x80015720:	e0 63 40 03 
0x80015724:	a8 a5             	*unknown*
0x80015726:	04 00             	ei
0x80015728:	84 ec 00 68 e1 63 	add r4,r4,0x63e16800
0x8001572e:	28 04             	ld r8,(sp+0x8)
0x80015730:	9e 82 ff f0       	addcmpbcs r14,-7,0x30,0x8001572e
0x80015734:	d4 0e             	ldsh r4,(r13)
0x80015736:	58 00             	b gp
0x80015738:	b8 e7             	*unknown*
0x8001573a:	00 48             	not r0,r0
0x8001573c:	9c c0 00 06       	mul.gt r28,r0,r0
0x80015740:	9c a0 00 00       	ldb.eq r28,(r0+r0)
0x80015744:	a9 0c             	ldb r9,(r10)
0x80015746:	00 00             	bkpt
0x80015748:	d4 0c             	ldb r4,(r13)
0x8001574a:	68 64             	mul r8,0x6
0x8001574c:	a8 74             	bitflip r8,0xa
0x8001574e:	00 00             	bkpt
0x80015750:	07 ff f2 bb 9c 80 	v32add VX(32,47)+r0,HY(40,0)+r12,H(28,16)+r10 REP r0 IFN max2 r2
0x80015756:	00 03 a8 94 
0x8001575a:	00 00             	bkpt
0x8001575c:	07 ff f1 2c 9c 60 	v32add H(51,16)+r0,HY(22,0)+r0,H(28,16)+r3 REP r0 IFNN UACCH
0x80015762:	00 00 8c ac 
0x80015766:	00 6b             	cmp r0,0x10
0x80015768:	9c 60             	mov r12,0x9
0x8001576a:	00 01             	*unknown*
0x8001576c:	9c 82 ff d0       	addcmpbcs r12,-7,0x10,0x8001576a
0x80015770:	07 ff f3 73 d4 0c 	v32add V(0,63++)+r6,HY(48++,8)+r0,4308 REP r0 SETF IFNZ UACCH
0x80015776:	28 68 84 6c 
0x8001577a:	00 6c             	btest r0,0x0
0x8001577c:	9c c0 ff 1f       	mul.f r28,r3,-1
0x80015780:	e0 63             	add r0,0x1e
0x80015782:	30 03             	ldm r6-r22,pc,(sp++)
0x80015784:	a8 63             	add r8,0x1a
0x80015786:	00 60             	mov r0,0x0
0x80015788:	d4 0c             	ldb r4,(r13)
0x8001578a:	18 6c             	btest r8,0x1
0x8001578c:	a4 70             	bitset r4,0xa
0x8001578e:	00 08             	ld r0,(r0)
0x80015790:	bc 03             	stm r6-r2,lr,(--sp)
0x80015792:	00 00             	bkpt
0x80015794:	10 00             	*unknown*
0x80015796:	00 1f             	b 0x80015796
0x80015798:	a4 70             	bitset r4,0xa
0x8001579a:	00 10             	lea r0,(sp+0x0)
0x8001579c:	18 60             	mov r8,0x1
0x8001579e:	01 00             	nop
0x800157a0:	1a 80 00 01       	addcmpbeq r10,r1,r0,0x800159a0
0x800157a4:	aa 94 3a 74       	bl 0x84564018
0x800157a8:	a8 83 f3 01       	addcmpbcc r8,r10,r0,0x80015b8e
0x800157ac:	8c 64             	mul r12,0x8
0x800157ae:	00 00             	bkpt
0x800157b0:	a4 63             	add r4,0x1a
0x800157b2:	00 86 a8 63       	bvs r0,r8,0x80015702
0x800157b6:	00 08             	ld r0,(r0)
0x800157b8:	d8 04             	ld r8,(sp+0x34)
0x800157ba:	18 00             	*unknown*
0x800157bc:	84 74             	bitflip r4,0x8
0x800157be:	00 68             	not r0,0x0
0x800157c0:	a8 63             	add r8,0x1a
0x800157c2:	00 80 a4 83       	addcmpbeq r0,r0,0x3,0x8001570a
0x800157c6:	00 40             	mov r0,r0
0x800157c8:	bc 04             	ld r12,(sp+0x2c)
0x800157ca:	00 00             	bkpt
0x800157cc:	10 00             	*unknown*
0x800157ce:	00 0b             	sth r0,(r0)
0x800157d0:	d4 14             	lea r20,(sp+0x98)
0x800157d2:	18 68             	not r8,0x1
0x800157d4:	84 74             	bitflip r4,0x8
0x800157d6:	00 6c             	btest r0,0x0
0x800157d8:	a4 63             	add r4,0x1a
0x800157da:	00 1c             	bhi 0x800157da
0x800157dc:	bc 23             	ld r12,(r11+0xc)
0x800157de:	00 00             	bkpt
0x800157e0:	0c 00             	*unknown*
0x800157e2:	02 3e             	st r2,(r0+0x38)
0x800157e4:	15 00             	*unknown*
0x800157e6:	00 00             	bkpt
0x800157e8:	84 74             	bitflip r4,0x8
0x800157ea:	00 68             	not r0,0x0
0x800157ec:	9d 00             	switch r29
0x800157ee:	ff 3f             	st r15,(r15+0x3c)
0x800157f0:	e0 63             	add r0,0x1e
0x800157f2:	40 03             	ldm r16,pc,(sp++)
0x800157f4:	d4 14             	lea r20,(sp+0x98)
0x800157f6:	18 68             	not r8,0x1
0x800157f8:	84 74             	bitflip r4,0x8
0x800157fa:	00 6c             	btest r0,0x0
0x800157fc:	a4 63             	add r4,0x1a
0x800157fe:	00 1c             	bhi 0x800157fe
0x80015800:	bc 23             	ld r12,(r11+0xc)
0x80015802:	00 10             	lea r0,(sp+0x0)
0x80015804:	0c 00             	*unknown*
0x80015806:	02 31             	st r2,(r0+0x4)
0x80015808:	15 00             	*unknown*
0x8001580a:	00 00             	bkpt
0x8001580c:	a4 70             	bitset r4,0xa
0x8001580e:	00 10             	lea r0,(sp+0x0)
0x80015810:	bc 03             	stm r6-r2,lr,(--sp)
0x80015812:	00 00             	bkpt
0x80015814:	10 00             	*unknown*
0x80015816:	00 16             	lea r0,(sp+0xc0)
0x80015818:	a4 72             	bitclear r4,0xa
0x8001581a:	00 20             	ld r0,(r0+0x0)
0x8001581c:	18 60             	mov r8,0x1
0x8001581e:	01 00             	nop
0x80015820:	1a 80 00 01       	addcmpbeq r10,r1,r0,0x80015a20
0x80015824:	aa 94 3a 74       	bl 0x84564098
0x80015828:	a8 83 f3 01       	addcmpbcc r8,r10,r0,0x80015c0e
0x8001582c:	8c 64             	mul r12,0x8
0x8001582e:	00 00             	bkpt
0x80015830:	a4 63             	add r4,0x1a
0x80015832:	00 86 a8 63       	bvs r0,r8,0x80015782
0x80015836:	00 10             	lea r0,(sp+0x0)
0x80015838:	d8 04             	ld r8,(sp+0x34)
0x8001583a:	18 00             	*unknown*
0x8001583c:	84 74             	bitflip r4,0x8
0x8001583e:	00 6c             	btest r0,0x0
0x80015840:	a4 a3 00 1c       	stb r4,(r3+-1024)
0x80015844:	bc 25             	ld r12,(r11+0x14)
0x80015846:	00 0c             	ldb r0,(r0)
0x80015848:	0c 00             	*unknown*
0x8001584a:	01 b4 9c 80       	add r1,r0,-32612
0x8001584e:	ff bf 84 74       	lea pc,0x8001ccd2
0x80015852:	00 68             	not r0,0x0
0x80015854:	a8 63             	add r8,0x1a
0x80015856:	00 40             	mov r0,r0
0x80015858:	a4 83 00 80       	addcmpbcc r4,r10,0x0,0x80015858
0x8001585c:	bc 04             	ld r12,(sp+0x2c)
0x8001585e:	00 00             	bkpt
0x80015860:	0c 00             	*unknown*
0x80015862:	01 24             	ld r1,(r0+0x10)
0x80015864:	d4 14             	lea r20,(sp+0x98)
0x80015866:	18 68             	not r8,0x1
0x80015868:	a4 72             	bitclear r4,0xa
0x8001586a:	00 20             	ld r0,(r0+0x0)
0x8001586c:	bc 03             	stm r6-r2,lr,(--sp)
0x8001586e:	00 00             	bkpt
0x80015870:	10 00             	*unknown*
0x80015872:	00 1a             	bmi 0x80015872
0x80015874:	a4 70             	bitset r4,0xa
0x80015876:	00 40             	mov r0,r0
0x80015878:	19 80 00 01       	addcmpbeq r9,r1,r0,0x80015a78
0x8001587c:	a9 8c 3a 74       	addcmpbgt r9,-6,r13,0x800158f0
0x80015880:	18 c0             	*unknown*
0x80015882:	20 00             	swi r0
0x80015884:	84 6c             	btest r4,0x8
0x80015886:	00 64             	mul r0,0x0
0x80015888:	84 8c 00 68       	addcmpbgt r4,-8,r10,0x80015888
0x8001588c:	9c e0             	*unknown*
0x8001588e:	ff 3f             	st r15,(r15+0x3c)
0x80015890:	e0 a3 30 04       	ldsb r0,(r0+-976)
0x80015894:	e0 64             	mul r0,0xe
0x80015896:	38 03             	ldm r6-sr,pc,(sp++)
0x80015898:	84 8c 00 6c       	addcmpbgt r4,-8,r11,0x80015898
0x8001589c:	d4 0c             	ldb r4,(r13)
0x8001589e:	18 68             	not r8,0x1
0x800158a0:	a4 64             	mul r4,0xa
0x800158a2:	00 1c             	bhi 0x800158a2
0x800158a4:	bc 23             	ld r12,(r11+0xc)
0x800158a6:	00 00             	bkpt
0x800158a8:	0c 00             	*unknown*
0x800158aa:	01 42             	add r1,r0
0x800158ac:	d4 0c             	ldb r4,(r13)
0x800158ae:	28 64             	mul r8,0x2
0x800158b0:	bc 23             	ld r12,(r11+0xc)
0x800158b2:	00 10             	lea r0,(sp+0x0)
0x800158b4:	0c 00             	*unknown*
0x800158b6:	02 24             	ld r2,(r0+0x10)
0x800158b8:	18 e0             	*unknown*
0x800158ba:	df ff 18 60 01 00 	vop59.1 H(0,48)+r8,H(0++,56)+r14,H(1++,0)+r12 REP r0
0x800158c0:	a8 83 f2 01 
0x800158c4:	8c 64             	mul r12,0x8
0x800158c6:	00 00             	bkpt
0x800158c8:	a4 63             	add r4,0x1a
0x800158ca:	00 87 a8 63       	bvc r0,r8,0x8001581a
0x800158ce:	00 20             	ld r0,(r0+0x0)
0x800158d0:	d8 04             	ld r8,(sp+0x34)
0x800158d2:	18 00             	*unknown*
0x800158d4:	a4 70             	bitset r4,0xa
0x800158d6:	00 40             	mov r0,r0
0x800158d8:	bc 03             	stm r6-r2,lr,(--sp)
0x800158da:	00 00             	bkpt
0x800158dc:	0c 00             	*unknown*
0x800158de:	00 f5 18 60 01 00 	v16add H(0,48),H(0,48),H(1,0)
0x800158e4:	a4 76             	add r4,0x50
0x800158e6:	00 01             	*unknown*
0x800158e8:	bc 03             	stm r6-r2,lr,(--sp)
